DEP,ARR,Dep Date,Best time before departure 
AMS,LGW,2018-02-08 15:45:00,easyJet,"24 days, 4:54:26"
AMS,LGW,2018-02-08 17:50:00,easyJet,"24 days, 6:59:26"
AMS,LGW,2018-02-08 19:20:00,easyJet,"24 days, 8:29:26"
AMS,LGW,2018-02-08 21:25:00,easyJet,"24 days, 10:34:26"
AMS,LGW,2018-02-09 07:05:00,easyJet,"24 days, 17:05:53"
AMS,LGW,2018-02-09 09:05:00,easyJet,"24 days, 19:05:53"
AMS,LGW,2018-02-09 11:50:00,easyJet,"24 days, 21:50:53"
AMS,LGW,2018-02-09 14:20:00,easyJet,"25 days, 0:20:53"
AMS,LGW,2018-02-09 15:45:00,easyJet,"25 days, 1:45:53"
AMS,LGW,2018-02-09 17:50:00,easyJet,"25 days, 3:50:53"
AMS,LGW,2018-02-09 19:20:00,easyJet,"25 days, 5:20:53"
AMS,LGW,2018-02-09 21:25:00,easyJet,"25 days, 7:25:53"
AMS,LGW,2018-02-10 07:05:00,easyJet,"25 days, 18:31:50"
AMS,LGW,2018-02-10 09:10:00,easyJet,"25 days, 20:36:50"
AMS,LGW,2018-02-10 11:50:00,easyJet,"25 days, 23:16:50"
AMS,LGW,2018-02-10 14:20:00,easyJet,"26 days, 1:46:50"
AMS,LGW,2018-02-10 16:25:00,easyJet,"26 days, 3:51:50"
AMS,LGW,2018-02-11 07:05:00,easyJet,"26 days, 19:39:07"
AMS,LGW,2018-02-11 11:50:00,easyJet,"27 days, 0:24:07"
AMS,LGW,2018-02-11 14:20:00,easyJet,"27 days, 2:54:07"
AMS,LGW,2018-02-11 15:45:00,easyJet,"27 days, 4:19:07"
AMS,LGW,2018-02-11 17:50:00,easyJet,"27 days, 6:24:07"
AMS,LGW,2018-02-11 19:20:00,easyJet,"27 days, 7:54:07"
AMS,LGW,2018-02-11 20:30:00,easyJet,"27 days, 9:04:07"
AMS,LGW,2018-02-11 21:25:00,easyJet,"27 days, 9:59:07"
AMS,LGW,2018-02-12 07:05:00,easyJet,"27 days, 15:51:08"
AMS,LGW,2018-02-12 09:05:00,easyJet,"27 days, 17:51:08"
AMS,LGW,2018-02-12 11:50:00,easyJet,"27 days, 20:36:08"
AMS,LGW,2018-02-12 14:20:00,easyJet,"27 days, 23:06:08"
AMS,LGW,2018-02-12 15:45:00,easyJet,"28 days, 0:31:08"
AMS,LGW,2018-02-12 17:50:00,easyJet,"28 days, 2:36:08"
AMS,LGW,2018-02-12 19:20:00,easyJet,"28 days, 4:06:08"
AMS,LGW,2018-02-12 21:25:00,easyJet,"28 days, 6:11:08"
AMS,LGW,2018-02-13 07:05:00,easyJet,"28 days, 14:22:12"
AMS,LGW,2018-02-13 11:50:00,easyJet,"28 days, 19:07:12"
AMS,LGW,2018-02-13 14:20:00,easyJet,"28 days, 21:37:12"
AMS,LGW,2018-02-13 15:45:00,easyJet,"28 days, 23:02:12"
AMS,LGW,2018-02-13 17:50:00,easyJet,"29 days, 1:07:12"
AMS,LGW,2018-02-13 19:20:00,easyJet,"29 days, 2:37:12"
AMS,LGW,2018-02-13 21:25:00,easyJet,"29 days, 4:42:12"
AMS,LGW,2018-02-14 07:05:00,easyJet,"29 days, 11:47:56"
AMS,LGW,2018-02-14 11:50:00,easyJet,"29 days, 16:32:56"
AMS,LGW,2018-02-14 14:20:00,easyJet,"29 days, 19:02:56"
AMS,LGW,2018-02-14 15:45:00,easyJet,"29 days, 20:27:56"
AMS,LGW,2018-02-14 17:50:00,easyJet,"29 days, 22:32:56"
AMS,LGW,2018-02-14 19:20:00,easyJet,"30 days, 0:02:56"
AMS,LGW,2018-02-14 21:25:00,easyJet,"30 days, 2:07:56"
AMS,LGW,2018-02-15 07:05:00,easyJet,"30 days, 14:44:13"
AMS,LGW,2018-02-15 09:05:00,easyJet,"30 days, 16:44:13"
AMS,LGW,2018-02-15 11:50:00,easyJet,"30 days, 19:29:13"
AMS,LGW,2018-02-15 14:20:00,easyJet,"30 days, 21:59:13"
AMS,LGW,2018-02-15 15:45:00,easyJet,"30 days, 23:24:13"
AMS,LGW,2018-02-15 17:50:00,easyJet,"31 days, 1:29:13"
AMS,LGW,2018-02-15 19:20:00,easyJet,"31 days, 2:59:13"
AMS,LGW,2018-02-15 21:25:00,easyJet,"31 days, 5:04:13"
AMS,LGW,2018-02-16 07:05:00,easyJet,"31 days, 21:23:54"
AMS,LGW,2018-02-16 09:05:00,easyJet,"31 days, 23:23:54"
AMS,LGW,2018-02-16 11:50:00,easyJet,"32 days, 2:08:54"
AMS,LGW,2018-02-16 14:20:00,easyJet,"32 days, 4:38:54"
AMS,LGW,2018-02-16 15:45:00,easyJet,"32 days, 6:03:54"
AMS,LGW,2018-02-16 17:50:00,easyJet,"32 days, 8:08:54"
AMS,LGW,2018-02-16 19:20:00,easyJet,"32 days, 9:38:54"
AMS,LGW,2018-02-16 21:25:00,easyJet,"32 days, 11:43:54"
AMS,LGW,2018-02-17 07:05:00,easyJet,"32 days, 12:09:09"
AMS,LGW,2018-02-17 09:10:00,easyJet,"32 days, 14:14:09"
AMS,LGW,2018-02-17 11:50:00,easyJet,"32 days, 16:54:09"
AMS,LGW,2018-02-17 14:20:00,easyJet,"32 days, 19:24:09"
AMS,LGW,2018-02-17 16:25:00,easyJet,"32 days, 21:29:09"
AMS,LGW,2018-02-18 07:05:00,easyJet,"33 days, 14:25:14"
AMS,LGW,2018-02-18 11:50:00,easyJet,"33 days, 19:10:14"
AMS,LGW,2018-02-18 14:20:00,easyJet,"33 days, 21:40:14"
AMS,LGW,2018-02-18 15:45:00,easyJet,"33 days, 23:05:14"
AMS,LGW,2018-02-18 17:50:00,easyJet,"34 days, 1:10:14"
AMS,LGW,2018-02-18 19:20:00,easyJet,"34 days, 2:40:14"
AMS,LGW,2018-02-18 20:30:00,easyJet,"34 days, 3:50:14"
AMS,LGW,2018-02-18 21:25:00,easyJet,"34 days, 4:45:14"
AMS,LGW,2018-02-19 07:05:00,easyJet,"34 days, 20:38:37"
AMS,LGW,2018-02-19 09:05:00,easyJet,"34 days, 22:38:37"
AMS,LGW,2018-02-19 11:50:00,easyJet,"35 days, 1:23:37"
AMS,LGW,2018-02-19 14:20:00,easyJet,"35 days, 3:53:37"
AMS,LGW,2018-02-19 15:45:00,easyJet,"35 days, 5:18:37"
AMS,LGW,2018-02-19 17:50:00,easyJet,"35 days, 7:23:37"
AMS,LGW,2018-02-19 19:20:00,easyJet,"35 days, 8:53:37"
AMS,LGW,2018-02-19 21:25:00,easyJet,"35 days, 10:58:37"
AMS,LGW,2018-02-20 07:05:00,easyJet,"35 days, 21:44:46"
AMS,LGW,2018-02-20 11:50:00,easyJet,"36 days, 2:29:46"
AMS,LGW,2018-02-20 14:20:00,easyJet,"36 days, 4:59:46"
AMS,LGW,2018-02-20 15:45:00,easyJet,"36 days, 6:24:46"
AMS,LGW,2018-02-20 17:50:00,easyJet,"36 days, 8:29:46"
AMS,LGW,2018-02-20 19:20:00,easyJet,"36 days, 9:59:46"
AMS,LGW,2018-02-20 21:25:00,easyJet,"36 days, 12:04:46"
AMS,LGW,2018-02-21 07:05:00,easyJet,"36 days, 16:39:22"
AMS,LGW,2018-02-21 11:50:00,easyJet,"36 days, 21:24:22"
AMS,LGW,2018-02-21 14:20:00,easyJet,"36 days, 23:54:22"
AMS,LGW,2018-02-21 15:45:00,easyJet,"37 days, 1:19:22"
AMS,LGW,2018-02-21 17:50:00,easyJet,"37 days, 3:24:22"
AMS,LGW,2018-02-21 19:20:00,easyJet,"37 days, 4:54:22"
AMS,LGW,2018-02-21 21:25:00,easyJet,"37 days, 6:59:22"
AMS,LGW,2018-02-22 07:05:00,easyJet,"38 days, 7:04:09"
AMS,LGW,2018-02-22 09:05:00,easyJet,"38 days, 9:04:09"
AMS,LGW,2018-02-22 11:50:00,easyJet,"38 days, 11:49:09"
AMS,LGW,2018-02-22 14:20:00,easyJet,"38 days, 14:19:09"
AMS,LGW,2018-02-22 15:45:00,easyJet,"38 days, 15:44:09"
AMS,LGW,2018-02-22 17:50:00,easyJet,"38 days, 17:49:09"
AMS,LGW,2018-02-22 19:20:00,easyJet,"38 days, 19:19:09"
AMS,LGW,2018-02-22 21:25:00,easyJet,"38 days, 21:24:09"
AMS,LGW,2018-02-23 07:05:00,easyJet,"38 days, 15:33:57"
AMS,LGW,2018-02-23 09:05:00,easyJet,"38 days, 17:33:57"
AMS,LGW,2018-02-23 11:50:00,easyJet,"38 days, 20:18:57"
AMS,LGW,2018-02-23 14:20:00,easyJet,"38 days, 22:48:57"
AMS,LGW,2018-02-23 15:45:00,easyJet,"39 days, 0:13:57"
AMS,LGW,2018-02-23 17:50:00,easyJet,"39 days, 2:18:57"
AMS,LGW,2018-02-23 19:20:00,easyJet,"39 days, 3:48:57"
AMS,LGW,2018-02-23 21:25:00,easyJet,"39 days, 5:53:57"
AMS,LGW,2018-02-24 07:05:00,easyJet,"39 days, 17:25:12"
AMS,LGW,2018-02-24 09:10:00,easyJet,"39 days, 19:30:12"
AMS,LGW,2018-02-24 11:50:00,easyJet,"39 days, 22:10:12"
AMS,LGW,2018-02-24 14:20:00,easyJet,"40 days, 0:40:12"
AMS,LGW,2018-02-24 16:25:00,easyJet,"40 days, 2:45:12"
AMS,LGW,2018-02-25 07:05:00,easyJet,"40 days, 12:48:48"
AMS,LGW,2018-02-25 11:50:00,easyJet,"40 days, 17:33:48"
AMS,LGW,2018-02-25 14:20:00,easyJet,"40 days, 20:03:48"
AMS,LGW,2018-02-25 15:45:00,easyJet,"40 days, 21:28:48"
AMS,LGW,2018-02-25 17:50:00,easyJet,"40 days, 23:33:48"
AMS,LGW,2018-02-25 19:20:00,easyJet,"41 days, 1:03:48"
AMS,LGW,2018-02-25 20:30:00,easyJet,"41 days, 2:13:48"
AMS,LGW,2018-02-25 21:25:00,easyJet,"41 days, 3:08:48"
AMS,LGW,2018-02-26 07:05:00,easyJet,"41 days, 14:59:09"
AMS,LGW,2018-02-26 09:05:00,easyJet,"41 days, 16:59:09"
AMS,LGW,2018-02-26 11:50:00,easyJet,"41 days, 19:44:09"
AMS,LGW,2018-02-26 14:20:00,easyJet,"41 days, 22:14:09"
AMS,LGW,2018-02-26 15:45:00,easyJet,"41 days, 23:39:09"
AMS,LGW,2018-02-26 17:50:00,easyJet,"42 days, 1:44:09"
AMS,LGW,2018-02-26 19:20:00,easyJet,"42 days, 3:14:09"
AMS,LGW,2018-02-26 21:25:00,easyJet,"42 days, 5:19:09"
AMS,LGW,2018-02-27 07:05:00,easyJet,"42 days, 18:24:15"
AMS,LGW,2018-02-27 11:50:00,easyJet,"42 days, 23:09:15"
AMS,LGW,2018-02-27 14:20:00,easyJet,"43 days, 1:39:15"
AMS,LGW,2018-02-27 15:45:00,easyJet,"43 days, 3:04:15"
AMS,LGW,2018-02-27 17:50:00,easyJet,"43 days, 5:09:15"
AMS,LGW,2018-02-27 19:20:00,easyJet,"43 days, 6:39:15"
AMS,LGW,2018-02-27 21:25:00,easyJet,"43 days, 8:44:15"
AMS,LGW,2018-02-28 07:05:00,easyJet,"43 days, 13:25:33"
AMS,LGW,2018-02-28 11:50:00,easyJet,"43 days, 18:10:33"
AMS,LGW,2018-02-28 14:20:00,easyJet,"43 days, 20:40:33"
AMS,LGW,2018-02-28 15:45:00,easyJet,"43 days, 22:05:33"
AMS,LGW,2018-02-28 17:50:00,easyJet,"44 days, 0:10:33"
AMS,LGW,2018-02-28 19:20:00,easyJet,"44 days, 1:40:33"
AMS,LGW,2018-02-28 21:25:00,easyJet,"44 days, 3:45:33"
AMS,LGW,2018-03-01 07:05:00,easyJet,"44 days, 16:53:02"
AMS,LGW,2018-03-01 09:05:00,easyJet,"44 days, 18:53:02"
AMS,LGW,2018-03-01 11:50:00,easyJet,"44 days, 21:38:02"
AMS,LGW,2018-03-01 14:20:00,easyJet,"45 days, 0:08:02"
AMS,LGW,2018-03-01 15:45:00,easyJet,"45 days, 1:33:02"
AMS,LGW,2018-03-01 17:50:00,easyJet,"45 days, 3:38:02"
AMS,LGW,2018-03-01 19:20:00,easyJet,"45 days, 5:08:02"
AMS,LGW,2018-03-01 21:25:00,easyJet,"45 days, 7:13:02"
AMS,LGW,2018-03-02 07:05:00,easyJet,"45 days, 14:06:13"
AMS,LGW,2018-03-02 09:05:00,easyJet,"45 days, 16:06:13"
AMS,LGW,2018-03-02 11:50:00,easyJet,"45 days, 18:51:13"
AMS,LGW,2018-03-02 14:20:00,easyJet,"45 days, 21:21:13"
AMS,LGW,2018-03-02 15:45:00,easyJet,"45 days, 22:46:13"
AMS,LGW,2018-03-02 17:50:00,easyJet,"46 days, 0:51:13"
AMS,LGW,2018-03-02 19:20:00,easyJet,"46 days, 2:21:13"
AMS,LGW,2018-03-02 21:25:00,easyJet,"46 days, 4:26:13"
AMS,LGW,2018-03-03 07:05:00,easyJet,"46 days, 19:56:14"
AMS,LGW,2018-03-03 09:10:00,easyJet,"46 days, 22:01:14"
AMS,LGW,2018-03-03 11:50:00,easyJet,"47 days, 0:41:14"
AMS,LGW,2018-03-03 14:20:00,easyJet,"47 days, 3:11:14"
AMS,LGW,2018-03-03 16:25:00,easyJet,"47 days, 5:16:14"
AMS,LGW,2018-03-04 07:05:00,easyJet,"47 days, 14:48:21"
AMS,LGW,2018-03-04 11:50:00,easyJet,"47 days, 19:33:21"
AMS,LGW,2018-03-04 14:20:00,easyJet,"47 days, 22:03:21"
AMS,LGW,2018-03-04 15:45:00,easyJet,"47 days, 23:28:21"
AMS,LGW,2018-03-04 17:50:00,easyJet,"48 days, 1:33:21"
AMS,LGW,2018-03-04 19:20:00,easyJet,"48 days, 3:03:21"
AMS,LGW,2018-03-04 20:30:00,easyJet,"48 days, 4:13:21"
AMS,LGW,2018-03-04 21:25:00,easyJet,"48 days, 5:08:21"
AMS,LGW,2018-03-05 07:05:00,easyJet,"48 days, 18:18:26"
AMS,LGW,2018-03-05 09:05:00,easyJet,"48 days, 20:18:26"
AMS,LGW,2018-03-05 11:50:00,easyJet,"48 days, 23:03:26"
AMS,LGW,2018-03-05 14:20:00,easyJet,"49 days, 1:33:26"
AMS,LGW,2018-03-05 15:45:00,easyJet,"49 days, 2:58:26"
AMS,LGW,2018-03-05 17:50:00,easyJet,"49 days, 5:03:26"
AMS,LGW,2018-03-05 19:20:00,easyJet,"49 days, 6:33:26"
AMS,LGW,2018-03-05 21:25:00,easyJet,"49 days, 8:38:26"
AMS,LGW,2018-03-06 07:05:00,easyJet,"49 days, 19:22:02"
AMS,LGW,2018-03-06 11:50:00,easyJet,"50 days, 0:07:02"
AMS,LGW,2018-03-06 15:45:00,easyJet,"50 days, 4:02:02"
AMS,LGW,2018-03-06 19:20:00,easyJet,"50 days, 7:37:02"
AMS,LGW,2018-03-06 21:25:00,easyJet,"50 days, 9:42:02"
AMS,LGW,2018-03-07 07:05:00,easyJet,"50 days, 14:58:34"
AMS,LGW,2018-03-07 11:50:00,easyJet,"50 days, 19:43:34"
AMS,LGW,2018-03-07 14:20:00,easyJet,"50 days, 22:13:34"
AMS,LGW,2018-03-07 15:45:00,easyJet,"50 days, 23:38:34"
AMS,LGW,2018-03-07 19:20:00,easyJet,"51 days, 3:13:34"
AMS,LGW,2018-03-07 21:25:00,easyJet,"51 days, 5:18:34"
AMS,LGW,2018-03-08 07:05:00,easyJet,"51 days, 19:49:07"
AMS,LGW,2018-03-08 09:05:00,easyJet,"51 days, 21:49:07"
AMS,LGW,2018-03-08 11:50:00,easyJet,"52 days, 0:34:07"
AMS,LGW,2018-03-08 14:20:00,easyJet,"52 days, 3:04:07"
AMS,LGW,2018-03-08 15:45:00,easyJet,"52 days, 4:29:07"
AMS,LGW,2018-03-08 17:50:00,easyJet,"52 days, 6:34:07"
AMS,LGW,2018-03-08 19:20:00,easyJet,"52 days, 8:04:07"
AMS,LGW,2018-03-08 21:25:00,easyJet,"52 days, 10:09:07"
AMS,LGW,2018-03-09 07:05:00,easyJet,"52 days, 21:25:43"
AMS,LGW,2018-03-09 09:05:00,easyJet,"52 days, 23:25:43"
AMS,LGW,2018-03-09 11:50:00,easyJet,"53 days, 2:10:43"
AMS,LGW,2018-03-09 14:20:00,easyJet,"53 days, 4:40:43"
AMS,LGW,2018-03-09 15:45:00,easyJet,"53 days, 6:05:43"
AMS,LGW,2018-03-09 17:50:00,easyJet,"53 days, 8:10:43"
AMS,LGW,2018-03-09 19:20:00,easyJet,"53 days, 9:40:43"
AMS,LGW,2018-03-09 21:25:00,easyJet,"53 days, 11:45:43"
AMS,LGW,2018-03-10 07:05:00,easyJet,"53 days, 17:05:18"
AMS,LGW,2018-03-10 09:10:00,easyJet,"53 days, 19:10:18"
AMS,LGW,2018-03-10 11:50:00,easyJet,"53 days, 21:50:18"
AMS,LGW,2018-03-10 14:20:00,easyJet,"54 days, 0:20:18"
AMS,LGW,2018-03-10 16:25:00,easyJet,"54 days, 2:25:18"
AMS,LGW,2018-03-11 07:05:00,easyJet,"54 days, 15:26:59"
AMS,LGW,2018-03-11 11:50:00,easyJet,"54 days, 20:11:59"
AMS,LGW,2018-03-11 14:20:00,easyJet,"54 days, 22:41:59"
AMS,LGW,2018-03-11 15:45:00,easyJet,"55 days, 0:06:59"
AMS,LGW,2018-03-11 17:50:00,easyJet,"55 days, 2:11:59"
AMS,LGW,2018-03-11 19:20:00,easyJet,"55 days, 3:41:59"
AMS,LGW,2018-03-11 20:30:00,easyJet,"55 days, 4:51:59"
AMS,LGW,2018-03-11 21:25:00,easyJet,"55 days, 5:46:59"
AMS,LGW,2018-03-12 07:05:00,easyJet,"55 days, 18:09:40"
AMS,LGW,2018-03-12 09:05:00,easyJet,"55 days, 20:09:40"
AMS,LGW,2018-03-12 11:50:00,easyJet,"55 days, 22:54:40"
AMS,LGW,2018-03-12 14:20:00,easyJet,"56 days, 1:24:40"
AMS,LGW,2018-03-12 15:45:00,easyJet,"56 days, 2:49:40"
AMS,LGW,2018-03-12 17:50:00,easyJet,"56 days, 4:54:40"
AMS,LGW,2018-03-12 19:20:00,easyJet,"56 days, 6:24:40"
AMS,LGW,2018-03-12 21:25:00,easyJet,"56 days, 8:29:40"
AMS,LGW,2018-03-13 07:05:00,easyJet,"56 days, 18:37:13"
AMS,LGW,2018-03-13 11:50:00,easyJet,"56 days, 23:22:13"
AMS,LGW,2018-03-13 14:20:00,easyJet,"57 days, 1:52:13"
AMS,LGW,2018-03-13 15:45:00,easyJet,"57 days, 3:17:13"
AMS,LGW,2018-03-13 19:20:00,easyJet,"57 days, 6:52:13"
AMS,LGW,2018-03-13 21:25:00,easyJet,"57 days, 8:57:13"
AMS,LGW,2018-03-14 07:05:00,easyJet,"57 days, 14:55:35"
AMS,LGW,2018-03-14 11:50:00,easyJet,"57 days, 19:40:35"
AMS,LGW,2018-03-14 14:20:00,easyJet,"57 days, 22:10:35"
AMS,LGW,2018-03-14 15:45:00,easyJet,"57 days, 23:35:35"
AMS,LGW,2018-03-14 19:20:00,easyJet,"58 days, 3:10:35"
AMS,LGW,2018-03-14 21:25:00,easyJet,"58 days, 5:15:35"
AMS,LGW,2018-03-15 07:05:00,easyJet,"58 days, 13:39:38"
AMS,LGW,2018-03-15 09:05:00,easyJet,"58 days, 15:39:38"
AMS,LGW,2018-03-15 11:50:00,easyJet,"58 days, 18:24:38"
AMS,LGW,2018-03-15 14:20:00,easyJet,"58 days, 20:54:38"
AMS,LGW,2018-03-15 15:45:00,easyJet,"58 days, 22:19:38"
AMS,LGW,2018-03-15 17:50:00,easyJet,"59 days, 0:24:38"
AMS,LGW,2018-03-15 19:20:00,easyJet,"59 days, 1:54:38"
AMS,LGW,2018-03-15 21:25:00,easyJet,"59 days, 3:59:38"
AMS,LGW,2018-03-16 07:05:00,easyJet,"59 days, 16:25:52"
AMS,LGW,2018-03-16 09:05:00,easyJet,"59 days, 18:25:52"
AMS,LGW,2018-03-16 11:50:00,easyJet,"59 days, 21:10:52"
AMS,LGW,2018-03-16 14:20:00,easyJet,"59 days, 23:40:52"
AMS,LGW,2018-03-16 15:45:00,easyJet,"60 days, 1:05:52"
AMS,LGW,2018-03-16 17:50:00,easyJet,"60 days, 3:10:52"
AMS,LGW,2018-03-16 19:20:00,easyJet,"60 days, 4:40:52"
AMS,LGW,2018-03-16 21:25:00,easyJet,"60 days, 6:45:52"
AMS,LGW,2018-03-17 07:05:00,easyJet,"60 days, 13:18:25"
AMS,LGW,2018-03-17 09:10:00,easyJet,"60 days, 15:23:25"
AMS,LGW,2018-03-17 11:50:00,easyJet,"60 days, 18:03:25"
AMS,LGW,2018-03-17 14:20:00,easyJet,"60 days, 20:33:25"
AMS,LGW,2018-03-17 16:25:00,easyJet,"60 days, 22:38:25"
AMS,LGW,2018-03-18 07:05:00,easyJet,"61 days, 11:24:50"
AMS,LGW,2018-03-18 11:50:00,easyJet,"61 days, 16:09:50"
AMS,LGW,2018-03-18 14:20:00,easyJet,"61 days, 18:39:50"
AMS,LGW,2018-03-18 15:45:00,easyJet,"61 days, 20:04:50"
AMS,LGW,2018-03-18 17:50:00,easyJet,"61 days, 22:09:50"
AMS,LGW,2018-03-18 19:20:00,easyJet,"61 days, 23:39:50"
AMS,LGW,2018-03-18 20:30:00,easyJet,"62 days, 0:49:50"
AMS,LGW,2018-03-18 21:25:00,easyJet,"62 days, 1:44:50"
AMS,LGW,2018-03-19 07:05:00,easyJet,"62 days, 21:53:42"
AMS,LGW,2018-03-19 09:05:00,easyJet,"62 days, 23:53:42"
AMS,LGW,2018-03-19 11:50:00,easyJet,"63 days, 2:38:42"
AMS,LGW,2018-03-19 14:20:00,easyJet,"63 days, 5:08:42"
AMS,LGW,2018-03-19 15:45:00,easyJet,"63 days, 6:33:42"
AMS,LGW,2018-03-19 17:50:00,easyJet,"63 days, 8:38:42"
AMS,LGW,2018-03-19 19:20:00,easyJet,"63 days, 10:08:42"
AMS,LGW,2018-03-19 21:25:00,easyJet,"63 days, 12:13:42"
AMS,LGW,2018-03-20 07:05:00,easyJet,"63 days, 20:10:55"
AMS,LGW,2018-03-20 11:50:00,easyJet,"64 days, 0:55:55"
AMS,LGW,2018-03-20 14:20:00,easyJet,"64 days, 3:25:55"
AMS,LGW,2018-03-20 15:45:00,easyJet,"64 days, 4:50:55"
AMS,LGW,2018-03-20 19:20:00,easyJet,"64 days, 8:25:55"
AMS,LGW,2018-03-20 21:25:00,easyJet,"64 days, 10:30:55"
AMS,LGW,2018-03-21 07:05:00,easyJet,"64 days, 19:29:42"
AMS,LGW,2018-03-21 11:50:00,easyJet,"65 days, 0:14:42"
AMS,LGW,2018-03-21 14:20:00,easyJet,"65 days, 2:44:42"
AMS,LGW,2018-03-21 15:45:00,easyJet,"65 days, 4:09:42"
AMS,LGW,2018-03-21 19:20:00,easyJet,"65 days, 7:44:42"
AMS,LGW,2018-03-21 21:25:00,easyJet,"65 days, 9:49:42"
AMS,LGW,2018-03-22 07:05:00,easyJet,"65 days, 17:08:16"
AMS,LGW,2018-03-22 09:05:00,easyJet,"65 days, 19:08:16"
AMS,LGW,2018-03-22 11:50:00,easyJet,"65 days, 21:53:16"
AMS,LGW,2018-03-22 14:20:00,easyJet,"66 days, 0:23:16"
AMS,LGW,2018-03-22 15:45:00,easyJet,"66 days, 1:48:16"
AMS,LGW,2018-03-22 17:50:00,easyJet,"66 days, 3:53:16"
AMS,LGW,2018-03-22 19:20:00,easyJet,"66 days, 5:23:16"
AMS,LGW,2018-03-22 21:25:00,easyJet,"66 days, 7:28:16"
AMS,LGW,2018-03-23 07:05:00,easyJet,"67 days, 7:39:02"
AMS,LGW,2018-03-23 09:05:00,easyJet,"67 days, 9:39:02"
AMS,LGW,2018-03-23 11:50:00,easyJet,"67 days, 12:24:02"
AMS,LGW,2018-03-23 14:20:00,easyJet,"67 days, 14:54:02"
AMS,LGW,2018-03-23 15:45:00,easyJet,"67 days, 16:19:02"
AMS,LGW,2018-03-23 17:50:00,easyJet,"67 days, 18:24:02"
AMS,LGW,2018-03-23 19:20:00,easyJet,"67 days, 19:54:02"
AMS,LGW,2018-03-23 21:25:00,easyJet,"67 days, 21:59:02"
AMS,LGW,2018-03-24 07:05:00,easyJet,"67 days, 19:58:34"
AMS,LGW,2018-03-24 09:10:00,easyJet,"67 days, 22:03:34"
AMS,LGW,2018-03-24 11:50:00,easyJet,"68 days, 0:43:34"
AMS,LGW,2018-03-24 14:20:00,easyJet,"68 days, 3:13:34"
AMS,LGW,2018-03-24 16:25:00,easyJet,"68 days, 5:18:34"
AMS,LGW,2018-03-25 07:05:00,easyJet,"68 days, 12:04:22"
AMS,LGW,2018-03-25 13:20:00,easyJet,"68 days, 18:19:22"
AMS,LGW,2018-03-25 15:05:00,easyJet,"68 days, 20:04:22"
AMS,LGW,2018-03-25 16:00:00,easyJet,"68 days, 20:59:22"
AMS,LGW,2018-03-25 18:00:00,easyJet,"68 days, 22:59:22"
AMS,LGW,2018-03-25 19:10:00,easyJet,"69 days, 0:09:22"
AMS,LGW,2018-03-25 20:25:00,easyJet,"69 days, 1:24:22"
AMS,LGW,2018-03-25 21:25:00,easyJet,"69 days, 2:24:22"
AMS,LGW,2018-03-26 07:05:00,easyJet,"69 days, 11:14:10"
AMS,LGW,2018-03-26 08:55:00,easyJet,"69 days, 13:04:10"
AMS,LGW,2018-03-26 15:05:00,easyJet,"69 days, 19:14:10"
AMS,LGW,2018-03-26 15:50:00,easyJet,"69 days, 19:59:10"
AMS,LGW,2018-03-26 17:15:00,easyJet,"69 days, 21:24:10"
AMS,LGW,2018-03-26 19:10:00,easyJet,"69 days, 23:19:10"
AMS,LGW,2018-03-26 20:10:00,easyJet,"70 days, 0:19:10"
AMS,LGW,2018-03-26 21:25:00,easyJet,"70 days, 1:34:10"
AMS,LGW,2018-03-27 07:05:00,easyJet,"70 days, 15:19:51"
AMS,LGW,2018-03-27 08:55:00,easyJet,"70 days, 17:09:51"
AMS,LGW,2018-03-27 15:05:00,easyJet,"70 days, 23:19:51"
AMS,LGW,2018-03-27 15:50:00,easyJet,"71 days, 0:04:51"
AMS,LGW,2018-03-27 17:15:00,easyJet,"71 days, 1:29:51"
AMS,LGW,2018-03-27 19:10:00,easyJet,"71 days, 3:24:51"
AMS,LGW,2018-03-27 20:10:00,easyJet,"71 days, 4:24:51"
AMS,LGW,2018-03-27 21:25:00,easyJet,"71 days, 5:39:51"
AMS,LGW,2018-03-28 07:05:00,easyJet,"71 days, 13:27:19"
AMS,LGW,2018-03-28 08:55:00,easyJet,"71 days, 15:17:19"
AMS,LGW,2018-03-28 15:05:00,easyJet,"71 days, 21:27:19"
AMS,LGW,2018-03-28 15:50:00,easyJet,"71 days, 22:12:19"
AMS,LGW,2018-03-28 17:15:00,easyJet,"71 days, 23:37:19"
AMS,LGW,2018-03-28 19:10:00,easyJet,"72 days, 1:32:19"
AMS,LGW,2018-03-28 20:10:00,easyJet,"72 days, 2:32:19"
AMS,LGW,2018-03-28 21:25:00,easyJet,"72 days, 3:47:19"
AMS,LGW,2018-03-29 07:05:00,easyJet,"72 days, 22:00:43"
AMS,LGW,2018-03-29 08:55:00,easyJet,"72 days, 23:50:43"
AMS,LGW,2018-03-29 15:05:00,easyJet,"73 days, 6:00:43"
AMS,LGW,2018-03-29 15:50:00,easyJet,"73 days, 6:45:43"
AMS,LGW,2018-03-29 17:15:00,easyJet,"73 days, 8:10:43"
AMS,LGW,2018-03-29 19:10:00,easyJet,"73 days, 10:05:43"
AMS,LGW,2018-03-29 20:10:00,easyJet,"73 days, 11:05:43"
AMS,LGW,2018-03-29 21:25:00,easyJet,"73 days, 12:20:43"
AMS,LGW,2018-03-30 07:05:00,easyJet,"74 days, 6:58:07"
AMS,LGW,2018-03-30 08:55:00,easyJet,"74 days, 8:48:07"
